No,long,lat,group,order,region,subregion,WALK,BIKE,CAR,TAXI,BUS,TRAIN,PARA
1399,-75.31529999,38.94394302,7,1399,delaware,NA,2,5,5,5,3,5,5
1400,-75.31529999,38.90956116,7,1400,delaware,NA,2,5,5,5,3,5,5
1401,-75.29811859,38.89237595,7,1401,delaware,NA,2,5,5,5,3,5,5
1402,-75.28665161,38.8809166,7,1402,delaware,NA,2,5,5,5,3,5,5
1403,-75.24081421,38.85226822,7,1403,delaware,NA,2,5,5,5,3,5,5
1404,-75.20644379,38.81789017,7,1404,delaware,NA,2,5,5,5,3,5,5
1405,-75.18351746,38.79497147,7,1405,delaware,NA,2,5,5,5,3,5,5
1406,-75.15487671,38.78924179,7,1406,delaware,NA,2,5,5,5,3,5,5
1407,-75.13195801,38.77778244,7,1407,delaware,NA,2,5,5,5,3,5,5
1408,-75.09185028,38.77778244,7,1408,delaware,NA,2,5,5,5,3,5,5
1409,-75.08039093,38.76632309,7,1409,delaware,NA,2,5,5,5,3,5,5
1410,-75.0632019,38.68610764,7,1410,delaware,NA,2,5,5,5,3,5,5
1411,-75.0574646,38.65746307,7,1411,delaware,NA,2,5,5,5,3,5,5
1412,-75.05174255,38.64600372,7,1412,delaware,NA,2,5,5,5,3,5,5
1413,-75.0632019,38.64027023,7,1413,delaware,NA,2,5,5,5,3,5,5
1414,-75.08612061,38.64027023,7,1414,delaware,NA,2,5,5,5,3,5,5
1415,-75.09185028,38.66892242,7,1415,delaware,NA,2,5,5,5,3,5,5
1416,-75.11476898,38.68610764,7,1416,delaware,NA,2,5,5,5,3,5,5
1417,-75.12622833,38.69184113,7,1417,delaware,NA,2,5,5,5,3,5,5
1418,-75.13195801,38.6746521,7,1418,delaware,NA,2,5,5,5,3,5,5
1419,-75.13195801,38.66318893,7,1419,delaware,NA,2,5,5,5,3,5,5
1420,-75.16060638,38.65746307,7,1420,delaware,NA,2,5,5,5,3,5,5
1421,-75.13195801,38.64027023,7,1421,delaware,NA,2,5,5,5,3,5,5
1422,-75.12049866,38.6288147,7,1422,delaware,NA,2,5,5,5,3,5,5
1423,-75.12622833,38.61162567,7,1423,delaware,NA,2,5,5,5,3,5,5
1424,-75.13195801,38.60016632,7,1424,delaware,NA,2,5,5,5,3,5,5
1425,-75.15487671,38.59443665,7,1425,delaware,NA,2,5,5,5,3,5,5
1426,-75.18924713,38.60016632,7,1426,delaware,NA,2,5,5,5,3,5,5
1427,-75.22362518,38.60016632,7,1427,delaware,NA,2,5,5,5,3,5,5
1428,-75.21790314,38.57151794,7,1428,delaware,NA,2,5,5,5,3,5,5
1429,-75.21217346,38.56578827,7,1429,delaware,NA,2,5,5,5,3,5,5
1430,-75.18924713,38.56005859,7,1430,delaware,NA,2,5,5,5,3,5,5
1431,-75.16633606,38.56578827,7,1431,delaware,NA,2,5,5,5,3,5,5
1432,-75.14340973,38.57725143,7,1432,delaware,NA,2,5,5,5,3,5,5
1433,-75.13195801,38.57151794,7,1433,delaware,NA,2,5,5,5,3,5,5
1434,-75.11476898,38.56578827,7,1434,delaware,NA,2,5,5,5,3,5,5
1435,-75.103302,38.56005859,7,1435,delaware,NA,2,5,5,5,3,5,5
1436,-75.09185028,38.56578827,7,1436,delaware,NA,2,5,5,5,3,5,5
1437,-75.06893158,38.56578827,7,1437,delaware,NA,2,5,5,5,3,5,5
1438,-75.05174255,38.50849533,7,1438,delaware,NA,2,5,5,5,3,5,5
1439,-75.0574646,38.45692444,7,1439,delaware,NA,2,5,5,5,3,5,5
1440,-75.34967804,38.45692444,7,1440,delaware,NA,2,5,5,5,3,5,5
1441,-75.69345093,38.46265793,7,1441,delaware,NA,2,5,5,5,3,5,5
1442,-75.70491791,38.56005859,7,1442,delaware,NA,2,5,5,5,3,5,5
1443,-75.7220993,38.6517334,7,1443,delaware,NA,2,5,5,5,3,5,5
1444,-75.73355865,38.82934952,7,1444,delaware,NA,2,5,5,5,3,5,5
1445,-75.75647736,39.13301849,7,1445,delaware,NA,2,5,5,5,3,5,5
1446,-75.76793671,39.23615265,7,1446,delaware,NA,2,5,5,5,3,5,5
1447,-75.77366638,39.29344559,7,1447,delaware,NA,2,5,5,5,3,5,5
1448,-75.77939606,39.36793137,7,1448,delaware,NA,2,5,5,5,3,5,5
1449,-75.80231476,39.72889328,7,1449,delaware,NA,2,5,5,5,3,5,5
1451,-77.13730621,38.94394302,8,1451,district of columbia,NA,1,5,5,5,1,1,5
1452,-77.06282806,38.99550629,8,1452,district of columbia,NA,1,5,5,5,1,1,5
1453,-77.01699066,38.97258759,8,1453,district of columbia,NA,1,5,5,5,1,1,5
1454,-76.93104553,38.89237595,8,1454,district of columbia,NA,1,5,5,5,1,1,5
1455,-77.05136108,38.80643082,8,1455,district of columbia,NA,1,5,5,5,1,1,5
1456,-77.05136108,38.82934952,8,1456,district of columbia,NA,1,5,5,5,1,1,5
1457,-77.06282806,38.86372757,8,1457,district of columbia,NA,1,5,5,5,1,1,5
1458,-77.07427979,38.88664246,8,1458,district of columbia,NA,1,5,5,5,1,1,5
1459,-77.09719849,38.90956116,8,1459,district of columbia,NA,1,5,5,5,1,1,5
1460,-77.13730621,38.94394302,8,1460,district of columbia,NA,1,5,5,5,1,1,5
1462,-85.01548004,30.99701691,9,1462,florida,NA,2,5,1,-9,5,5,5
1463,-84.99829102,30.96264076,9,1463,florida,NA,2,5,1,-9,5,5,5
1464,-84.97537231,30.92253113,9,1464,florida,NA,2,5,1,-9,5,5,5
1465,-84.94672394,30.89961624,9,1465,florida,NA,2,5,1,-9,5,5,5
1466,-84.94099426,30.88815498,9,1466,florida,NA,2,5,1,-9,5,5,5
1467,-84.94672394,30.85950851,9,1467,florida,NA,2,5,1,-9,5,5,5
1468,-84.94099426,30.78502274,9,1468,florida,NA,2,5,1,-9,5,5,5
1469,-84.90661621,30.74491501,9,1469,florida,NA,2,5,1,-9,5,5,5
1470,-84.87796783,30.72772598,9,1470,florida,NA,2,5,1,-9,5,5,5
1471,-84.86650848,30.71626663,9,1471,florida,NA,2,5,1,-9,5,5,5
1472,-84.37376404,30.68762016,9,1472,florida,NA,2,5,1,-9,5,5,5
1473,-84.31074524,30.68762016,9,1473,florida,NA,2,5,1,-9,5,5,5
1474,-84.0872879,30.67615891,9,1474,florida,NA,2,5,1,-9,5,5,5
1475,-84.01280212,30.67043114,9,1475,florida,NA,2,5,1,-9,5,5,5
1476,-83.76069641,30.65896988,9,1476,florida,NA,2,5,1,-9,5,5,5
1477,-83.59454346,30.64751244,9,1477,florida,NA,2,5,1,-9,5,5,5
1478,-83.38254547,30.63032532,9,1478,florida,NA,2,5,1,-9,5,5,5
1479,-83.28514862,30.63032532,9,1479,florida,NA,2,5,1,-9,5,5,5
1480,-83.12471008,30.61886406,9,1480,florida,NA,2,5,1,-9,5,5,5
1481,-82.70645905,30.59021759,9,1481,florida,NA,2,5,1,-9,5,5,5
1482,-82.60332489,30.58448792,9,1482,florida,NA,2,5,1,-9,5,5,5
1483,-82.46009064,30.57302666,9,1483,florida,NA,2,5,1,-9,5,5,5
1484,-82.2137146,30.56156921,9,1484,florida,NA,2,5,1,-9,5,5,5
1485,-82.22517395,30.53865051,9,1485,florida,NA,2,5,1,-9,5,5,5
1486,-82.24236298,30.52719307,9,1486,florida,NA,2,5,1,-9,5,5,5
1487,-82.23090363,30.51000404,9,1487,florida,NA,2,5,1,-9,5,5,5
1488,-82.2137146,30.49281311,9,1488,florida,NA,2,5,1,-9,5,5,5
1489,-82.20798492,30.46989441,9,1489,florida,NA,2,5,1,-9,5,5,5
1490,-82.20798492,30.39541054,9,1490,florida,NA,2,5,1,-9,5,5,5
1491,-82.17933655,30.37249184,9,1491,florida,NA,2,5,1,-9,5,5,5
1492,-82.16214752,30.36103439,9,1492,florida,NA,2,5,1,-9,5,5,5
1493,-82.12203979,30.36103439,9,1493,florida,NA,2,5,1,-9,5,5,5
1494,-82.08766174,30.35530472,9,1494,florida,NA,2,5,1,-9,5,5,5
1495,-82.04756165,30.36103439,9,1495,florida,NA,2,5,1,-9,5,5,5
1496,-82.04756165,30.38395309,9,1496,florida,NA,2,5,1,-9,5,5,5
1497,-82.03609467,30.44124794,9,1497,florida,NA,2,5,1,-9,5,5,5
1498,-82.03036499,30.51573181,9,1498,florida,NA,2,5,1,-9,5,5,5
1499,-82.02463531,30.55583763,9,1499,florida,NA,2,5,1,-9,5,5,5
1500,-82.03036499,30.58448792,9,1500,florida,NA,2,5,1,-9,5,5,5
1501,-82.04756165,30.61886406,9,1501,florida,NA,2,5,1,-9,5,5,5
1502,-82.05329132,30.70480728,9,1502,florida,NA,2,5,1,-9,5,5,5
1503,-82.05329132,30.73345757,9,1503,florida,NA,2,5,1,-9,5,5,5
1504,-82.04756165,30.75064468,9,1504,florida,NA,2,5,1,-9,5,5,5
1505,-82.02463531,30.76783371,9,1505,florida,NA,2,5,1,-9,5,5,5
1506,-82.02463531,30.79075241,9,1506,florida,NA,2,5,1,-9,5,5,5
1507,-82.01317596,30.79648209,9,1507,florida,NA,2,5,1,-9,5,5,5
1508,-81.98452759,30.79075241,9,1508,florida,NA,2,5,1,-9,5,5,5
1509,-81.97306824,30.79648209,9,1509,florida,NA,2,5,1,-9,5,5,5
1510,-81.96161652,30.80794144,9,1510,florida,NA,2,5,1,-9,5,5,5
1511,-81.94441986,30.82512856,9,1511,florida,NA,2,5,1,-9,5,5,5
1512,-81.92723846,30.82512856,9,1512,florida,NA,2,5,1,-9,5,5,5
1513,-81.89285278,30.83086014,9,1513,florida,NA,2,5,1,-9,5,5,5
1514,-81.87567139,30.80794144,9,1514,florida,NA,2,5,1,-9,5,5,5
1515,-81.83556366,30.79075241,9,1515,florida,NA,2,5,1,-9,5,5,5
1516,-81.80118561,30.79075241,9,1516,florida,NA,2,5,1,-9,5,5,5
1517,-81.77253723,30.76783371,9,1517,florida,NA,2,5,1,-9,5,5,5
1518,-81.74961853,30.77356339,9,1518,florida,NA,2,5,1,-9,5,5,5
1519,-81.7324295,30.76210403,9,1519,florida,NA,2,5,1,-9,5,5,5
1520,-81.69232178,30.73345757,9,1520,florida,NA,2,5,1,-9,5,5,5
1521,-81.66940308,30.74491501,9,1521,florida,NA,2,5,1,-9,5,5,5
1522,-81.65221405,30.74491501,9,1522,florida,NA,2,5,1,-9,5,5,5
1523,-81.63503265,30.72772598,9,1523,florida,NA,2,5,1,-9,5,5,5
1524,-81.6006546,30.72199631,9,1524,florida,NA,2,5,1,-9,5,5,5
1525,-81.5548172,30.71626663,9,1525,florida,NA,2,5,1,-9,5,5,5
1526,-81.53762054,30.68762016,9,1526,florida,NA,2,5,1,-9,5,5,5
1527,-81.52616119,30.68762016,9,1527,florida,NA,2,5,1,-9,5,5,5
1528,-81.5089798,30.67615891,9,1528,florida,NA,2,5,1,-9,5,5,5
1529,-81.50325012,30.67043114,9,1529,florida,NA,2,5,1,-9,5,5,5
1530,-81.48032379,30.67615891,9,1530,florida,NA,2,5,1,-9,5,5,5
1531,-81.4631424,30.68188858,9,1531,florida,NA,2,5,1,-9,5,5,5
1532,-81.45168304,30.68188858,9,1532,florida,NA,2,5,1,-9,5,5,5
1533,-81.45168304,30.67043114,9,1533,florida,NA,2,5,1,-9,5,5,5
1534,-81.4631424,30.64178276,9,1534,florida,NA,2,5,1,-9,5,5,5
1535,-81.46887207,30.61886406,9,1535,florida,NA,2,5,1,-9,5,5,5
1536,-81.47460175,30.59594536,9,1536,florida,NA,2,5,1,-9,5,5,5
1537,-81.45741272,30.56729889,9,1537,florida,NA,2,5,1,-9,5,5,5
1538,-81.45741272,30.55583763,9,1538,florida,NA,2,5,1,-9,5,5,5
1539,-81.45168304,30.53291893,9,1539,florida,NA,2,5,1,-9,5,5,5
1540,-81.45168304,30.51573181,9,1540,florida,NA,2,5,1,-9,5,5,5
1541,-81.44021606,30.48708534,9,1541,florida,NA,2,5,1,-9,5,5,5
1542,-81.43449402,30.45843697,9,1542,florida,NA,2,5,1,-9,5,5,5
1543,-81.44021606,30.41259956,9,1543,florida,NA,2,5,1,-9,5,5,5
1544,-81.45741272,30.38968086,9,1544,florida,NA,2,5,1,-9,5,5,5
1545,-81.45168304,30.37249184,9,1545,florida,NA,2,5,1,-9,5,5,5
1546,-81.44021606,30.36676216,9,1546,florida,NA,2,5,1,-9,5,5,5
1547,-81.42303467,30.37249184,9,1547,florida,NA,2,5,1,-9,5,5,5
1548,-81.40010834,30.38968086,9,1548,florida,NA,2,5,1,-9,5,5,5
1549,-81.38865662,30.38395309,9,1549,florida,NA,2,5,1,-9,5,5,5
1550,-81.37146759,30.32092667,9,1550,florida,NA,2,5,1,-9,5,5,5
1551,-81.36573792,30.24644089,9,1551,florida,NA,2,5,1,-9,5,5,5
1552,-81.35427094,30.18914604,9,1552,florida,NA,2,5,1,-9,5,5,5
1553,-81.33135986,30.09747505,9,1553,florida,NA,2,5,1,-9,5,5,5
1554,-81.29125214,29.96569252,9,1554,florida,NA,2,5,1,-9,5,5,5
1555,-81.27979279,29.91985512,9,1555,florida,NA,2,5,1,-9,5,5,5
1556,-81.29125214,29.8797493,9,1556,florida,NA,2,5,1,-9,5,5,5
1557,-81.26833344,29.86256027,9,1557,florida,NA,2,5,1,-9,5,5,5
1558,-81.25114441,29.8339119,9,1558,florida,NA,2,5,1,-9,5,5,5
1559,-81.25114441,29.7880764,9,1559,florida,NA,2,5,1,-9,5,5,5
1560,-81.24541473,29.72505188,9,1560,florida,NA,2,5,1,-9,5,5,5
1561,-81.23395538,29.70213318,9,1561,florida,NA,2,5,1,-9,5,5,5
1562,-81.21103668,29.69067192,9,1562,florida,NA,2,5,1,-9,5,5,5
1563,-81.19957733,29.67348289,9,1563,florida,NA,2,5,1,-9,5,5,5
1564,-81.19957733,29.64483833,9,1564,florida,NA,2,5,1,-9,5,5,5
1565,-81.1594696,29.55316353,9,1565,florida,NA,2,5,1,-9,5,5,5
1566,-81.10790253,29.43284225,9,1566,florida,NA,2,5,1,-9,5,5,5
1567,-81.08498383,29.38127518,9,1567,florida,NA,2,5,1,-9,5,5,5
1568,-81.08498383,29.35835648,9,1568,florida,NA,2,5,1,-9,5,5,5
1569,-80.99330902,29.20365906,9,1569,florida,NA,2,5,1,-9,5,5,5
1570,-80.97039795,29.16355133,9,1570,florida,NA,2,5,1,-9,5,5,5
1571,-80.9589386,29.11771393,9,1571,florida,NA,2,5,1,-9,5,5,5
1572,-80.9589386,29.06041908,9,1572,florida,NA,2,5,1,-9,5,5,5
1573,-80.94747162,29.05468941,9,1573,florida,NA,2,5,1,-9,5,5,5
1574,-80.93029022,29.05468941,9,1574,florida,NA,2,5,1,-9,5,5,5
1575,-80.90737152,29.04323196,9,1575,florida,NA,2,5,1,-9,5,5,5
1576,-80.90163422,29.01458168,9,1576,florida,NA,2,5,1,-9,5,5,5
1577,-80.90163422,28.96874428,9,1577,florida,NA,2,5,1,-9,5,5,5
1578,-80.85580444,28.89426231,9,1578,florida,NA,2,5,1,-9,5,5,5
1579,-80.78704834,28.80831718,9,1579,florida,NA,2,5,1,-9,5,5,5
1580,-80.75839996,28.76247978,9,1580,florida,NA,2,5,1,-9,5,5,5
1581,-80.76412964,28.74529076,9,1581,florida,NA,2,5,1,-9,5,5,5
1582,-80.78131866,28.74529076,9,1582,florida,NA,2,5,1,-9,5,5,5
1583,-80.82715607,28.78539848,9,1583,florida,NA,2,5,1,-9,5,5,5
1584,-80.84434509,28.78539848,9,1584,florida,NA,2,5,1,-9,5,5,5
1585,-80.85007477,28.77394104,9,1585,florida,NA,2,5,1,-9,5,5,5
1586,-80.81569672,28.65361977,9,1586,florida,NA,2,5,1,-9,5,5,5
1587,-80.78131866,28.53329849,9,1587,florida,NA,2,5,1,-9,5,5,5
1588,-80.71829224,28.33849335,9,1588,florida,NA,2,5,1,-9,5,5,5
1589,-80.64381409,28.166605,9,1589,florida,NA,2,5,1,-9,5,5,5
1590,-80.59224701,28.06920242,9,1590,florida,NA,2,5,1,-9,5,5,5
1591,-80.52349091,27.92596245,9,1591,florida,NA,2,5,1,-9,5,5,5
1592,-80.4776535,27.85147858,9,1592,florida,NA,2,5,1,-9,5,5,5
1593,-80.44327545,27.79418182,9,1593,florida,NA,2,5,1,-9,5,5,5
1594,-80.41462708,27.71969795,9,1594,florida,NA,2,5,1,-9,5,5,5
1595,-80.38024902,27.65094376,9,1595,florida,NA,2,5,1,-9,5,5,5
1596,-80.35733032,27.61083603,9,1596,florida,NA,2,5,1,-9,5,5,5
1597,-80.33441162,27.54781151,9,1597,florida,NA,2,5,1,-9,5,5,5
1598,-80.32868195,27.50770378,9,1598,florida,NA,2,5,1,-9,5,5,5
1599,-80.32868195,27.46759796,9,1599,florida,NA,2,5,1,-9,5,5,5
1600,-80.31149292,27.43321991,9,1600,florida,NA,2,5,1,-9,5,5,5
1601,-80.27138519,27.35300636,9,1601,florida,NA,2,5,1,-9,5,5,5
1602,-80.24274445,27.29570961,9,1602,florida,NA,2,5,1,-9,5,5,5
1603,-80.21408844,27.25560188,9,1603,florida,NA,2,5,1,-9,5,5,5
1604,-80.19690704,27.19830704,9,1604,florida,NA,2,5,1,-9,5,5,5
1605,-80.20835876,27.16965866,9,1605,florida,NA,2,5,1,-9,5,5,5
1606,-80.20835876,27.15246964,9,1606,florida,NA,2,5,1,-9,5,5,5
1607,-80.17971039,27.14101028,9,1607,florida,NA,2,5,1,-9,5,5,5
1608,-80.15106964,27.13528061,9,1608,florida,NA,2,5,1,-9,5,5,5
1609,-80.13387299,27.11809349,9,1609,florida,NA,2,5,1,-9,5,5,5
1610,-80.11669159,27.07798576,9,1610,florida,NA,2,5,1,-9,5,5,5
1611,-80.09377289,27.01496124,9,1611,florida,NA,2,5,1,-9,5,5,5
1612,-80.08230591,26.95766449,9,1612,florida,NA,2,5,1,-9,5,5,5
1613,-80.07085419,26.91182899,9,1613,florida,NA,2,5,1,-9,5,5,5
1614,-80.05366516,26.83161354,9,1614,florida,NA,2,5,1,-9,5,5,5
1615,-80.04793549,26.76285744,9,1615,florida,NA,2,5,1,-9,5,5,5
1616,-80.04219818,26.68264389,9,1616,florida,NA,2,5,1,-9,5,5,5
1617,-80.04793549,26.60816002,9,1617,florida,NA,2,5,1,-9,5,5,5
1618,-80.05939484,26.51648712,9,1618,florida,NA,2,5,1,-9,5,5,5
1619,-80.07658386,26.40189552,9,1619,florida,NA,2,5,1,-9,5,5,5
1620,-80.08803558,26.3159523,9,1620,florida,NA,2,5,1,-9,5,5,5
1621,-80.08803558,26.28157425,9,1621,florida,NA,2,5,1,-9,5,5,5
1622,-80.09950256,26.16698265,9,1622,florida,NA,2,5,1,-9,5,5,5
1623,-80.11096191,26.12114716,9,1623,florida,NA,2,5,1,-9,5,5,5
1624,-80.12241364,26.09249687,9,1624,florida,NA,2,5,1,-9,5,5,5
1625,-80.12814331,26.05239105,9,1625,florida,NA,2,5,1,-9,5,5,5
1626,-80.12814331,26.00655556,9,1626,florida,NA,2,5,1,-9,5,5,5
1627,-80.13387299,25.96071815,9,1627,florida,NA,2,5,1,-9,5,5,5
1628,-80.13961029,25.90342331,9,1628,florida,NA,2,5,1,-9,5,5,5
1629,-80.12814331,25.85185623,9,1629,florida,NA,2,5,1,-9,5,5,5
1630,-80.12814331,25.81747818,9,1630,florida,NA,2,5,1,-9,5,5,5
1631,-80.12814331,25.79455948,9,1631,florida,NA,2,5,1,-9,5,5,5
1632,-80.13387299,25.78310013,9,1632,florida,NA,2,5,1,-9,5,5,5
1633,-80.14533997,25.77737045,9,1633,florida,NA,2,5,1,-9,5,5,5
1634,-80.16252136,25.78310013,9,1634,florida,NA,2,5,1,-9,5,5,5
1635,-80.16825104,25.80028915,9,1635,florida,NA,2,5,1,-9,5,5,5
1636,-80.16825104,25.82320786,9,1636,florida,NA,2,5,1,-9,5,5,5
1637,-80.16252136,25.85758591,9,1637,florida,NA,2,5,1,-9,5,5,5
1638,-80.17398071,25.85758591,9,1638,florida,NA,2,5,1,-9,5,5,5
1639,-80.18544769,25.85185623,9,1639,florida,NA,2,5,1,-9,5,5,5
1640,-80.19690704,25.83466721,9,1640,florida,NA,2,5,1,-9,5,5,5
1641,-80.20262909,25.7888298,9,1641,florida,NA,2,5,1,-9,5,5,5
1642,-80.20835876,25.75445175,9,1642,florida,NA,2,5,1,-9,5,5,5
1643,-80.21981812,25.73726463,9,1643,florida,NA,2,5,1,-9,5,5,5
1644,-80.25419617,25.72007561,9,1644,florida,NA,2,5,1,-9,5,5,5
1645,-80.26565552,25.69715691,9,1645,florida,NA,2,5,1,-9,5,5,5
1646,-80.2771225,25.63986015,9,1646,florida,NA,2,5,1,-9,5,5,5
1647,-80.30003357,25.6284008,9,1647,florida,NA,2,5,1,-9,5,5,5
1648,-80.31149292,25.61694336,9,1648,florida,NA,2,5,1,-9,5,5,5
1649,-80.3229599,25.59975433,9,1649,florida,NA,2,5,1,-9,5,5,5
1650,-80.3229599,25.56537819,9,1650,florida,NA,2,5,1,-9,5,5,5
1651,-80.3229599,25.54818726,9,1651,florida,NA,2,5,1,-9,5,5,5
1652,-80.33441162,25.52526855,9,1652,florida,NA,2,5,1,-9,5,5,5
1653,-80.35160065,25.49662209,9,1653,florida,NA,2,5,1,-9,5,5,5
1654,-80.35733032,25.46224594,9,1654,florida,NA,2,5,1,-9,5,5,5
1655,-80.34587097,25.42213631,9,1655,florida,NA,2,5,1,-9,5,5,5
1656,-80.32868195,25.39348984,9,1656,florida,NA,2,5,1,-9,5,5,5
1657,-80.32868195,25.37057114,9,1657,florida,NA,2,5,1,-9,5,5,5
1658,-80.33441162,25.35338211,9,1658,florida,NA,2,5,1,-9,5,5,5
1659,-80.3859787,25.33046341,9,1659,florida,NA,2,5,1,-9,5,5,5
1660,-80.39170837,25.30181503,9,1660,florida,NA,2,5,1,-9,5,5,5
1661,-80.40316772,25.29035568,9,1661,florida,NA,2,5,1,-9,5,5,5
1662,-80.42608643,25.27316856,9,1662,florida,NA,2,5,1,-9,5,5,5
1663,-80.43754578,25.23879051,9,1663,florida,NA,2,5,1,-9,5,5,5
1664,-80.44327545,25.22160149,9,1664,florida,NA,2,5,1,-9,5,5,5
1665,-80.47192383,25.23306084,9,1665,florida,NA,2,5,1,-9,5,5,5
1666,-80.48911285,25.22733116,9,1666,florida,NA,2,5,1,-9,5,5,5
1667,-80.5005722,25.20441437,9,1667,florida,NA,2,5,1,-9,5,5,5
1668,-80.51776123,25.20441437,9,1668,florida,NA,2,5,1,-9,5,5,5
1669,-80.55786896,25.23306084,9,1669,florida,NA,2,5,1,-9,5,5,5
1670,-80.5865097,25.23879051,9,1670,florida,NA,2,5,1,-9,5,5,5
1671,-80.59797668,25.23306084,9,1671,florida,NA,2,5,1,-9,5,5,5
1672,-80.59224701,25.20441437,9,1672,florida,NA,2,5,1,-9,5,5,5
1673,-80.60943604,25.19295502,9,1673,florida,NA,2,5,1,-9,5,5,5
1674,-80.63234711,25.19295502,9,1674,florida,NA,2,5,1,-9,5,5,5
1675,-80.67818451,25.18149567,9,1675,florida,NA,2,5,1,-9,5,5,5
1676,-80.71256256,25.15857697,9,1676,florida,NA,2,5,1,-9,5,5,5
1677,-80.79277802,25.15857697,9,1677,florida,NA,2,5,1,-9,5,5,5
1678,-80.82715607,25.17576408,9,1678,florida,NA,2,5,1,-9,5,5,5
1679,-80.85007477,25.18149567,9,1679,florida,NA,2,5,1,-9,5,5,5
1680,-80.89591217,25.18149567,9,1680,florida,NA,2,5,1,-9,5,5,5
1681,-80.94747162,25.14711761,9,1681,florida,NA,2,5,1,-9,5,5,5
1682,-80.96466827,25.14138794,9,1682,florida,NA,2,5,1,-9,5,5,5
1683,-80.99330902,25.13565826,9,1683,florida,NA,2,5,1,-9,5,5,5
1684,-81.04488373,25.14138794,9,1684,florida,NA,2,5,1,-9,5,5,5
1685,-81.08498383,25.12992859,9,1685,florida,NA,2,5,1,-9,5,5,5
1686,-81.10790253,25.13565826,9,1686,florida,NA,2,5,1,-9,5,5,5
1687,-81.13082123,25.15857697,9,1687,florida,NA,2,5,1,-9,5,5,5
1688,-81.16519928,25.20441437,9,1688,florida,NA,2,5,1,-9,5,5,5
1689,-81.17665863,25.23879051,9,1689,florida,NA,2,5,1,-9,5,5,5
1690,-81.18239594,25.26743889,9,1690,florida,NA,2,5,1,-9,5,5,5
1691,-81.17665863,25.30181503,9,1691,florida,NA,2,5,1,-9,5,5,5
1692,-81.16519928,25.31900597,9,1692,florida,NA,2,5,1,-9,5,5,5
1693,-81.14228821,25.32473373,9,1693,florida,NA,2,5,1,-9,5,5,5
1694,-81.11936188,25.31900597,9,1694,florida,NA,2,5,1,-9,5,5,5
1695,-81.10218048,25.30181503,9,1695,florida,NA,2,5,1,-9,5,5,5
1696,-81.07925415,25.27316856,9,1696,florida,NA,2,5,1,-9,5,5,5
1697,-81.0506134,25.24452019,9,1697,florida,NA,2,5,1,-9,5,5,5
1698,-81.02196503,25.23306084,9,1698,florida,NA,2,5,1,-9,5,5,5
1699,-80.99330902,25.22160149,9,1699,florida,NA,2,5,1,-9,5,5,5
1700,-80.9589386,25.23306084,9,1700,florida,NA,2,5,1,-9,5,5,5
1701,-80.9360199,25.24452019,9,1701,florida,NA,2,5,1,-9,5,5,5
1702,-80.92456055,25.25597954,9,1702,florida,NA,2,5,1,-9,5,5,5
1703,-80.93029022,25.27889633,9,1703,florida,NA,2,5,1,-9,5,5,5
1704,-80.92456055,25.29608727,9,1704,florida,NA,2,5,1,-9,5,5,5
1705,-80.91883087,25.31327438,9,1705,florida,NA,2,5,1,-9,5,5,5
1706,-80.91883087,25.32473373,9,1706,florida,NA,2,5,1,-9,5,5,5
1707,-80.93029022,25.33046341,9,1707,florida,NA,2,5,1,-9,5,5,5
1708,-80.96466827,25.32473373,9,1708,florida,NA,2,5,1,-9,5,5,5
1709,-80.9818573,25.32473373,9,1709,florida,NA,2,5,1,-9,5,5,5
1710,-80.98757935,25.33046341,9,1710,florida,NA,2,5,1,-9,5,5,5
1711,-80.99904633,25.35338211,9,1711,florida,NA,2,5,1,-9,5,5,5
1712,-81.01623535,25.35911179,9,1712,florida,NA,2,5,1,-9,5,5,5
1713,-81.02196503,25.35911179,9,1713,florida,NA,2,5,1,-9,5,5,5
1714,-81.06207275,25.38203049,9,1714,florida,NA,2,5,1,-9,5,5,5
1715,-81.07352448,25.38203049,9,1715,florida,NA,2,5,1,-9,5,5,5
1716,-81.10218048,25.37630081,9,1716,florida,NA,2,5,1,-9,5,5,5
1717,-81.1136322,25.38203049,9,1717,florida,NA,2,5,1,-9,5,5,5
1718,-81.15373993,25.39921951,9,1718,florida,NA,2,5,1,-9,5,5,5
1719,-81.17092896,25.42213631,9,1719,florida,NA,2,5,1,-9,5,5,5
1720,-81.17665863,25.47370338,9,1720,florida,NA,2,5,1,-9,5,5,5
1721,-81.19384766,25.49089241,9,1721,florida,NA,2,5,1,-9,5,5,5
1722,-81.21676636,25.51381111,9,1722,florida,NA,2,5,1,-9,5,5,5
1723,-81.22249603,25.52526855,9,1723,florida,NA,2,5,1,-9,5,5,5
1724,-81.21103668,25.54818726,9,1724,florida,NA,2,5,1,-9,5,5,5
1725,-81.21676636,25.55964661,9,1725,florida,NA,2,5,1,-9,5,5,5
1726,-81.24541473,25.57110596,9,1726,florida,NA,2,5,1,-9,5,5,5
1727,-81.25114441,25.58829498,9,1727,florida,NA,2,5,1,-9,5,5,5
1728,-81.28552246,25.65705109,9,1728,florida,NA,2,5,1,-9,5,5,5
1729,-81.31417084,25.68569756,9,1729,florida,NA,2,5,1,-9,5,5,5
1730,-81.33135986,25.70288658,9,1730,florida,NA,2,5,1,-9,5,5,5
1731,-81.36000824,25.7659111,9,1731,florida,NA,2,5,1,-9,5,5,5
